price;event_date;product_content_id;sold_count;visit_count;favored_count;basket_count;category_sold;category_brand_sold;category_visits;ty_visits;category_basket;category_favored;is.discount_days
;29.05.2020;48740784;0;0;0;0;21;0;932;1;0;5482;0
;29.05.2020;73318567;0;0;0;0;968;0;1374;1;0;7406;0
80.28;30.05.2020;85004;38;0;0;167;355;0;4333;1;0;15729;0
77.15858025;30.05.2020;4066298;162;0;0;292;494;0;1220;1;0;2495;0
134.7339012;30.05.2020;6676673;587;0;0;1761;756;0;3456;1;0;12758;0
229.2183099;30.05.2020;7061886;71;0;0;223;162;0;608;1;0;2242;0
44.99;30.05.2020;31515569;1162;0;0;5640;1530;0;9176;1;0;42223;0
59.99;30.05.2020;32737302;39;0;0;169;1279;0;1758;1;0;9076;0
127.5;30.05.2020;32939029;38;0;0;184;842;0;890;1;0;3087;0
;30.05.2020;48740784;0;0;0;0;15;0;778;1;0;5275;0
;30.05.2020;73318567;0;0;0;0;1279;0;1758;1;0;9076;0
80.645;31.05.2020;85004;28;0;0;135;347;0;4445;1;0;16529;0
77.12028249;31.05.2020;4066298;177;0;0;332;518;0;1412;1;0;2729;0
132.3414754;31.05.2020;6676673;610;0;0;2010;785;0;3333;1;0;12185;0
229;31.05.2020;7061886;59;0;0;173;142;0;582;1;0;2245;0
44.99;31.05.2020;31515569;895;0;0;4200;1353;0;8896;1;0;38858;0
59.99;31.05.2020;32737302;44;0;0;186;1320;0;1853;1;0;9482;0
127.0875;31.05.2020;32939029;24;0;0;122;902;0;948;1;0;3186;0
;31.05.2020;48740784;0;0;0;0;11;0;737;1;0;5367;0
;31.05.2020;73318567;0;0;0;0;1320;0;1853;1;0;9482;0
80.2225;1.06.2020;85004;32;0;0;193;257;0;3542;1;0;14078;0
77.1417341;1.06.2020;4066298;173;0;0;344;861;0;1634;1;0;3042;0
136.10943;1.06.2020;6676673;614;0;0;1783;813;0;3550;1;0;11747;0
229;1.06.2020;7061886;31;0;0;134;85;0;453;1;0;1954;0
44.99;1.06.2020;31515569;649;0;0;3084;868;0;7154;1;0;30893;0
60.49099697;1.06.2020;32737302;32;0;0;113;992;0;1429;1;0;6511;0
120.4731707;1.06.2020;32939029;41;0;0;212;809;0;856;1;0;2969;0
;1.06.2020;48740784;0;0;0;0;17;0;816;1;0;4985;0
;1.06.2020;73318567;0;0;0;0;992;0;1429;1;0;6511;0
80.87129032;2.06.2020;85004;31;0;0;152;249;0;3267;1;0;13418;0
77.06633333;2.06.2020;4066298;150;0;0;312;503;0;1257;1;0;2694;0
135.0665176;2.06.2020;6676673;626;0;0;1766;824;0;3599;1;0;12169;0
229;2.06.2020;7061886;33;0;0;99;92;0;449;1;0;1845;0
44.99;2.06.2020;31515569;646;0;0;4108;908;0;8684;1;0;44265;0
59.99;2.06.2020;32737302;32;0;0;117;989;0;1443;1;0;6958;0
117.6214286;2.06.2020;32939029;56;0;0;222;809;0;853;1;0;3103;0
;2.06.2020;48740784;0;0;0;0;18;0;940;1;0;5745;0
;2.06.2020;73318567;0;0;0;0;989;0;1443;1;0;6958;0
80.65333333;3.06.2020;85004;48;0;0;185;216;0;3531;1;0;14230;0
73.75489726;3.06.2020;4066298;292;0;0;806;855;0;1901;1;0;4595;0
133.6563971;3.06.2020;6676673;680;0;0;1968;849;0;3627;1;0;12493;0
229;3.06.2020;7061886;27;0;0;98;93;0;433;1;0;1719;0
44.99;3.06.2020;31515569;644;0;0;4631;877;0;7508;1;0;35256;0
59.99;3.06.2020;32737302;21;0;0;133;1271;0;1750;1;0;9646;0
116.9941176;3.06.2020;32939029;102;0;0;461;1210;0;1277;1;0;5171;0
;3.06.2020;48740784;0;0;0;0;15;0;1124;1;0;6044;0
;3.06.2020;73318567;0;0;0;0;1271;0;1750;1;0;9646;0
81.39076923;4.06.2020;85004;39;0;0;188;224;0;3505;1;0;14117;0
73.29225131;4.06.2020;4066298;191;0;0;431;483;0;1225;1;0;3148;0
134.523059;4.06.2020;6676673;559;0;0;1791;747;0;3269;1;0;12094;0
229;4.06.2020;7061886;38;0;0;98;116;0;487;1;0;2177;0
44.99;4.06.2020;31515569;552;0;0;3651;909;0;7176;1;0;33819;0
59.99;4.06.2020;32737302;28;0;0;132;1304;0;1712;1;0;8665;0
120.9615385;4.06.2020;32939029;26;0;0;198;981;0;1046;1;0;3671;0
;4.06.2020;48740784;0;0;0;0;13;0;697;1;0;4562;0
;4.06.2020;73318567;0;0;0;0;1304;0;1712;1;0;8665;0
81.61184211;5.06.2020;85004;38;0;0;159;251;0;2979;1;0;11228;0
73.2637931;5.06.2020;4066298;174;0;0;313;438;0;1330;1;0;3410;0
136.3724915;5.06.2020;6676673;586;0;0;1571;745;0;3166;1;0;10751;0
228.765625;5.06.2020;7061886;32;0;0;99;100;0;403;1;0;1539;0
44.99;5.06.2020;31515569;221;0;0;1853;672;0;6708;1;0;30626;0
59.99;5.06.2020;32737302;25;0;0;106;1336;0;1840;1;0;8798;0
125.6058824;5.06.2020;32939029;17;0;0;118;823;0;880;1;0;3080;0
;5.06.2020;48740784;0;0;0;0;7;0;785;1;0;4635;0
;5.06.2020;73318567;0;0;0;0;1336;0;1840;1;0;8798;0
76.94294118;6.06.2020;85004;34;0;0;203;271;0;3076;1;0;11961;0
73.1748951;6.06.2020;4066298;143;0;0;312;387;0;1079;1;0;2621;0
134.6903383;6.06.2020;6676673;532;0;0;1625;656;0;3044;1;0;10883;0
227.7125;6.06.2020;7061886;40;0;0;106;124;0;405;1;0;1572;0
44.99;6.06.2020;31515569;827;0;0;4832;1223;0;7341;1;0;34808;0
59.99;6.06.2020;32737302;27;0;0;119;1471;0;2143;1;0;11019;0
123.0636364;6.06.2020;32939029;22;0;0;92;725;0;777;1;0;2714;0
;6.06.2020;48740784;0;0;0;0;15;0;730;1;0;4713;0
;6.06.2020;73318567;0;0;0;0;1471;0;2143;1;0;11019;0
76.53888889;7.06.2020;85004;45;0;0;215;239;0;3180;1;0;11591;0
73.21526316;7.06.2020;4066298;152;0;0;274;379;0;966;1;0;2012;0
135.8089206;7.06.2020;6676673;491;0;0;1417;645;0;2832;1;0;10216;0
228.9;7.06.2020;7061886;28;0;0;101;100;0;363;1;0;1652;0
44.99;7.06.2020;31515569;849;0;0;4202;1182;0;7477;1;0;33038;0
59.99;7.06.2020;32737302;24;0;0;130;1844;0;2595;1;0;12843;0
124.9;7.06.2020;32939029;17;0;0;83;712;0;766;1;0;2524;0
;7.06.2020;48740784;0;0;0;0;9;0;586;1;0;3835;0
;7.06.2020;73318567;0;0;0;0;1844;0;2595;1;0;12843;0
76.02847826;8.06.2020;85004;46;0;0;159;233;0;3345;1;0;11841;0
73.6063388;8.06.2020;4066298;183;0;0;362;517;0;1136;1;0;2471;0
139.4214799;8.06.2020;6676673;473;0;0;1388;651;0;3272;1;0;10719;0
227.7967742;8.06.2020;7061886;31;0;0;92;104;0;386;1;0;1511;0
44.99;8.06.2020;31515569;767;0;0;3645;1072;0;7393;1;0;33488;0
59.99;8.06.2020;32737302;20;0;0;81;1960;0;2379;1;0;11536;0
126.1157895;8.06.2020;32939029;19;0;0;91;778;0;826;1;0;2491;0
;8.06.2020;48740784;0;0;0;0;8;0;520;1;0;3347;0
;8.06.2020;73318567;0;0;0;0;1960;0;2379;1;0;11536;0
76.04775;9.06.2020;85004;40;0;0;151;197;0;3574;1;0;12966;0
74.14398936;9.06.2020;4066298;188;0;0;311;504;0;1100;1;0;2146;0
137.9485185;9.06.2020;6676673;486;0;0;1421;659;0;3029;1;0;10282;0
228.8653846;9.06.2020;7061886;26;0;0;88;117;0;422;1;0;1677;0
44.99;9.06.2020;31515569;714;0;0;3871;1020;0;7505;1;0;34425;0
59.99;9.06.2020;32737302;29;0;0;93;2224;0;2629;1;0;12219;0
128.0875;9.06.2020;32939029;16;0;0;77;799;0;844;1;0;2623;0
;9.06.2020;48740784;0;0;0;0;8;0;610;1;0;4026;0
;9.06.2020;73318567;0;0;0;0;2224;0;2629;1;0;12219;0
75.75964912;10.06.2020;85004;57;0;0;199;173;0;3573;1;0;12417;0
74.15430108;10.06.2020;4066298;186;0;0;377;458;0;1147;1;0;2367;0
141.4166944;10.06.2020;6676673;481;0;0;1443;609;0;3154;1;0;10380;0
228.8727273;10.06.2020;7061886;33;0;0;109;89;0;359;1;0;1449;0
44.99;10.06.2020;31515569;656;0;0;3440;907;0;6954;1;0;31908;0
59.99;10.06.2020;32737302;15;0;0;84;1661;0;2130;1;0;10936;0
129.29;10.06.2020;32939029;20;0;0;103;1021;0;1057;1;0;3517;0
;10.06.2020;48740784;0;0;0;0;11;0;521;1;0;3297;0
;10.06.2020;73318567;0;0;0;0;1661;0;2130;1;0;10936;0
75.77142857;11.06.2020;85004;70;0;0;279;258;0;4092;1;0;14899;0
73.96388571;11.06.2020;4066298;175;0;0;300;446;0;1104;1;0;2176;0
141.6432407;11.06.2020;6676673;540;0;0;1560;699;0;3399;1;0;11834;0
228.1365854;11.06.2020;7061886;41;0;0;107;121;0;451;1;0;1503;0
45.02358671;11.06.2020;31515569;686;0;0;3324;965;0;6881;1;0;30638;0
59.99;11.06.2020;32737302;18;0;0;109;1428;0;1875;1;0;10326;0
128.7240385;11.06.2020;32939029;52;0;0;239;907;0;951;1;0;3196;0
;11.06.2020;48740784;0;0;0;0;10;0;493;1;0;3280;0
;11.06.2020;73318567;0;0;0;0;1428;0;1875;1;0;10326;0
75.9;12.06.2020;85004;63;0;0;196;182;0;3579;1;0;14083;0
75.25201342;12.06.2020;4066298;149;0;0;314;401;0;1048;1;0;2351;0
144.1210638;12.06.2020;6676673;376;0;0;1191;546;0;3113;1;0;11581;0
229.4617647;12.06.2020;7061886;34;0;0;94;107;0;385;1;0;1497;0
44.99;12.06.2020;31515569;774;0;0;4704;1037;0;6234;1;0;30366;0
59.99;12.06.2020;32737302;19;0;0;82;1481;0;1904;1;0;10060;0
129.0103175;12.06.2020;32939029;63;0;0;236;833;0;870;1;0;3021;0
;12.06.2020;48740784;0;0;0;0;6;0;472;1;0;3062;0
;12.06.2020;73318567;0;0;0;0;1481;0;1904;1;0;10060;0
78.54543478;13.06.2020;85004;46;0;0;221;162;0;3030;1;0;12541;0
73.48267857;13.06.2020;4066298;168;0;0;350;402;0;1132;1;0;2612;0
148.1223077;13.06.2020;6676673;260;0;0;928;402;0;2914;1;0;11234;0
229.4828571;13.06.2020;7061886;35;0;0;119;117;0;390;1;0;1599;0
44.99;13.06.2020;31515569;666;0;0;4073;988;0;5906;1;0;28890;0
59.99;13.06.2020;32737302;20;0;0;108;1723;0;2126;1;0;11317;0
127.8482456;13.06.2020;32939029;57;0;0;219;662;0;691;1;0;2392;0
;13.06.2020;48740784;0;0;0;0;12;0;556;1;0;3685;0
;13.06.2020;73318567;0;0;0;0;1723;0;2126;1;0;11317;0
82.30086957;14.06.2020;85004;23;0;0;140;136;0;2828;1;0;10991;0
72.58165803;14.06.2020;4066298;193;0;0;380;450;0;1152;1;0;2615;0
148.4953642;14.06.2020;6676673;302;0;0;932;464;0;2776;1;0;10632;0
228;14.06.2020;7061886;38;0;0;114;97;0;346;1;0;1547;0
44.99;14.06.2020;31515569;672;0;0;3765;960;0;5819;1;0;28278;0
59.99;14.06.2020;32737302;12;0;0;69;1314;0;1729;1;0;10324;0
126.7678571;14.06.2020;32939029;70;0;0;255;718;0;762;1;0;2217;0
;14.06.2020;48740784;0;0;0;0;6;0;521;1;0;3592;0
;14.06.2020;73318567;0;0;0;0;1314;0;1729;1;0;10324;0
85.7996;15.06.2020;85004;25;0;0;131;179;0;3423;1;0;12078;0
71.65472492;15.06.2020;4066298;309;0;0;597;700;0;1677;1;0;4168;0
146.5583003;15.06.2020;6676673;353;0;0;1116;522;0;3522;1;0;12582;0
226.74;15.06.2020;7061886;50;0;0;124;131;0;445;1;0;1636;0
44.99;15.06.2020;31515569;775;0;0;3891;1110;0;7244;1;0;34546;0
60.68236545;15.06.2020;32737302;11;0;0;72;1541;0;2037;1;0;10488;0
126.7579365;15.06.2020;32939029;63;0;0;230;962;0;1007;1;0;2745;0
;15.06.2020;48740784;0;0;0;0;7;0;589;1;0;3910;0
;15.06.2020;73318567;0;0;0;0;1541;0;2037;1;0;10488;0
73.42463158;16.06.2020;85004;95;0;0;434;1132;0;7368;1;0;28435;0
69.98235294;16.06.2020;4066298;918;0;0;2101;1659;0;2943;1;0;8808;0
134.2296552;16.06.2020;6676673;783;0;0;2743;1022;0;5555;1;0;22357;0
218.5244755;16.06.2020;7061886;143;0;0;798;305;0;966;1;0;5141;0
44.99;16.06.2020;31515569;945;0;0;7564;1459;0;11838;1;0;60715;0
59.99;16.06.2020;32737302;14;0;0;113;4937;0;6698;1;0;38130;0
126.75;16.06.2020;32939029;56;0;0;213;1437;0;1475;1;0;4942;0
;16.06.2020;48740784;0;0;0;0;7;0;1308;1;0;8678;0
;16.06.2020;73318567;0;0;0;0;4937;0;6698;1;0;38130;0
71.27586207;17.06.2020;85004;87;0;0;365;875;0;6364;1;0;23283;0
70.53246978;17.06.2020;4066298;579;0;0;1045;1331;0;2407;1;0;5703;0
142.7092213;17.06.2020;6676673;488;0;0;1675;723;0;5745;1;0;23053;0
213.6055901;17.06.2020;7061886;161;0;0;600;335;0;927;1;0;3781;0
44.99;17.06.2020;31515569;843;0;0;4479;1371;0;11094;1;0;47786;0
59.99;17.06.2020;32737302;24;0;0;125;3340;0;4768;1;0;24125;0
127.9070455;17.06.2020;32939029;44;0;0;156;1291;0;1323;1;0;3735;0
;17.06.2020;48740784;0;0;0;0;7;0;1497;1;0;8653;0
;17.06.2020;73318567;0;0;0;0;3340;0;4768;1;0;24125;0
72.74587629;18.06.2020;85004;97;0;0;353;807;0;6620;1;0;23471;0
72.43957865;18.06.2020;4066298;356;0;0;764;858;0;1863;1;0;4536;0
140.2326772;18.06.2020;6676673;508;0;0;1663;758;0;5418;1;0;18594;0
209.4666667;18.06.2020;7061886;162;0;0;403;338;0;912;1;0;3352;0
44.99;18.06.2020;31515569;757;0;0;3698;1280;0;10224;1;0;42162;0
59.99;18.06.2020;32737302;18;0;0;84;3041;0;3923;1;0;17134;0
132.5496296;18.06.2020;32939029;27;0;0;123;1438;0;1481;1;0;4150;0
;18.06.2020;48740784;0;0;0;0;9;0;1038;1;0;6095;0
;18.06.2020;73318567;0;0;0;0;3041;0;3923;1;0;17134;0
71.9;19.06.2020;85004;59;0;0;228;559;0;4454;1;0;16475;0
72.85333333;19.06.2020;4066298;270;0;0;602;648;0;1464;1;0;3654;0
144.0782332;19.06.2020;6676673;283;0;0;1090;508;0;3705;1;0;14407;0
209;19.06.2020;7061886;98;0;0;262;205;0;641;1;0;2556;0
44.99;19.06.2020;31515569;455;0;0;2842;746;0;6626;1;0;32319;0
59.99;19.06.2020;32737302;7;0;0;49;1459;0;2176;1;0;11179;0
130.8533333;19.06.2020;32939029;15;0;0;96;962;0;996;1;0;2992;0
;19.06.2020;48740784;0;0;0;0;9;0;737;1;0;5018;0
;19.06.2020;73318567;0;0;0;0;1459;0;2176;1;0;11179;0
71.9;20.06.2020;85004;30;0;0;146;384;0;3059;1;0;12870;0
77.90390625;20.06.2020;4066298;128;0;0;341;413;0;1035;1;0;2973;0
144.060241;20.06.2020;6676673;249;0;0;1031;371;0;2860;1;0;12447;0
208.9881176;20.06.2020;7061886;85;0;0;239;183;0;473;1;0;1963;0
44.99;20.06.2020;31515569;491;0;0;2670;774;0;5992;1;0;28626;0
59.99;20.06.2020;32737302;9;0;0;58;1220;0;1986;1;0;10634;0
132.6018182;20.06.2020;32939029;11;0;0;66;597;0;623;1;0;2363;0
;20.06.2020;48740784;0;0;0;0;2;0;612;1;0;4531;0
;20.06.2020;73318567;0;0;0;0;1220;0;1986;1;0;10634;0
71.9;21.06.2020;85004;46;0;0;176;390;0;3118;1;0;12703;0
77.7926087;21.06.2020;4066298;115;0;0;223;348;0;856;1;0;1752;0
144.0938776;21.06.2020;6676673;245;0;0;982;369;0;2715;1;0;11500;0
209;21.06.2020;7061886;70;0;0;196;150;0;381;1;0;1687;0
45.02980031;21.06.2020;31515569;388;0;0;2045;653;0;5304;1;0;23701;0
59.99;21.06.2020;32737302;15;0;0;51;1323;0;1965;1;0;10824;0
148.448;21.06.2020;32939029;5;0;0;26;543;0;573;1;0;1982;0
;21.06.2020;48740784;0;0;0;0;8;0;568;1;0;3950;0
;21.06.2020;73318567;0;0;0;0;1323;0;1965;1;0;10824;0
78.14545455;22.06.2020;85004;33;0;0;171;261;0;3550;1;0;14571;0
80.08409836;22.06.2020;4066298;122;0;0;243;465;0;1317;1;0;2621;0
142.6228464;22.06.2020;6676673;267;0;0;952;379;0;2919;1;0;10863;0
222.75;22.06.2020;7061886;48;0;0;170;127;0;404;1;0;1799;0
44.99;22.06.2020;31515569;360;0;0;2067;600;0;5772;1;0;25619;0
59.99;22.06.2020;32737302;12;0;0;48;1388;0;2144;1;0;10868;0
;22.06.2020;32939029;0;0;0;0;520;0;555;1;0;1851;0
;22.06.2020;48740784;0;0;0;0;1;0;475;1;0;2994;0
;22.06.2020;73318567;0;0;0;0;1388;0;2144;1;0;10868;0
77.9;23.06.2020;85004;36;0;0;161;265;0;3005;1;0;17091;0
80.14079365;23.06.2020;4066298;126;0;0;260;435;0;1576;1;0;3837;0
140.9623693;23.06.2020;6676673;287;0;0;1087;429;0;2918;1;0;11822;0
229;23.06.2020;7061886;46;0;0;120;130;0;426;1;0;1637;0
44.99;23.06.2020;31515569;417;0;0;2328;651;0;5664;1;0;27027;0
59.99;23.06.2020;32737302;14;0;0;70;1287;0;2083;1;0;11659;0
;23.06.2020;32939029;0;0;0;2;563;0;609;1;0;1960;0
;23.06.2020;48740784;0;0;0;0;7;0;530;1;0;3581;0
;23.06.2020;73318567;0;0;0;0;1287;0;2083;1;0;11659;0
72.14321429;24.06.2020;85004;56;0;0;207;292;0;3455;1;0;17621;0
80.11678832;24.06.2020;4066298;137;0;0;256;404;0;1213;1;0;3114;0
141.1817629;24.06.2020;6676673;329;0;0;1205;459;0;3173;1;0;12230;0
229;24.06.2020;7061886;40;0;0;116;144;0;440;1;0;1850;0
44.99;24.06.2020;31515569;403;0;0;2182;641;0;5896;1;0;24915;0
59.99;24.06.2020;32737302;11;0;0;59;1415;0;2311;1;0;11785;0
;24.06.2020;32939029;0;0;0;0;559;0;599;1;0;1889;0
;24.06.2020;48740784;0;0;0;0;2;0;781;1;0;3976;0
;24.06.2020;73318567;0;0;0;0;1415;0;2311;1;0;11785;0
70.83863636;25.06.2020;85004;44;0;0;203;199;0;2955;1;0;17564;0
80.10503597;25.06.2020;4066298;139;0;0;309;408;0;1067;1;0;3132;0
143.8660287;25.06.2020;6676673;209;0;0;920;387;0;3961;1;0;19670;0
229;25.06.2020;7061886;41;0;0;117;108;0;384;1;0;1540;0
45.04608612;25.06.2020;31515569;418;0;0;2290;648;0;5800;1;0;25143;0
59.99;25.06.2020;32737302;12;0;0;63;1418;0;2359;1;0;11587;0
;25.06.2020;32939029;0;0;0;0;459;0;494;1;0;1739;0
;25.06.2020;48740784;0;0;0;0;5;0;509;1;0;3380;0
;25.06.2020;73318567;0;0;0;0;1418;0;2359;1;0;11587;0
70.54915254;26.06.2020;85004;59;0;0;244;178;0;2828;1;0;16239;0
79.21689394;26.06.2020;4066298;132;0;0;342;419;0;1016;1;0;2937;0
143.0530035;26.06.2020;6676673;283;0;0;1199;403;0;3508;1;0;18953;0
229;26.06.2020;7061886;38;0;0;112;111;0;401;1;0;1510;0
44.99;26.06.2020;31515569;363;0;0;2603;581;0;5734;1;0;25841;0
59.99;26.06.2020;32737302;9;0;0;58;1440;0;2369;1;0;12618;0
136.2475;26.06.2020;32939029;4;0;0;32;389;0;421;1;0;1518;0
;26.06.2020;48740784;0;0;0;0;2;0;469;1;0;2832;0
;26.06.2020;73318567;0;0;0;0;1440;0;2369;1;0;12618;0
72.08414634;27.06.2020;85004;41;0;0;199;160;0;2819;1;0;17557;0
79.80444444;27.06.2020;4066298;108;0;0;279;342;0;944;1;0;2560;0
139.5478548;27.06.2020;6676673;303;0;0;1290;395;0;2863;1;0;18678;0
229;27.06.2020;7061886;31;0;0;103;104;0;354;1;0;1495;0
44.99;27.06.2020;31515569;418;0;0;2636;687;0;6050;1;0;25848;0
59.99;27.06.2020;32737302;10;0;0;79;1651;0;2764;1;0;14092;0
137.8842857;27.06.2020;32939029;7;0;0;34;441;0;482;1;0;1663;0
;27.06.2020;48740784;0;0;0;0;5;0;499;1;0;3189;0
;27.06.2020;73318567;0;0;0;0;1651;0;2764;1;0;14092;0
81.5078125;28.06.2020;85004;32;0;0;158;203;0;2774;1;0;15544;0
80.12882353;28.06.2020;4066298;119;0;0;234;401;0;1097;1;0;2606;0
138.2670157;28.06.2020;6676673;382;0;0;1432;473;0;2850;1;0;15675;0
229;28.06.2020;7061886;53;0;0;118;112;0;396;1;0;1721;0
44.99;28.06.2020;31515569;498;0;0;2611;780;0;6566;1;0;26677;0
;28.06.2020;32737302;0;0;0;2;2095;0;3698;1;0;17229;0
137.2492308;28.06.2020;32939029;13;0;0;42;500;0;560;1;0;1703;0
;28.06.2020;48740784;0;0;0;0;0;0;471;1;0;2997;0
;28.06.2020;73318567;0;0;0;0;2095;0;3698;1;0;17229;0
79.7625;29.06.2020;85004;32;0;0;141;262;0;2665;1;0;16281;0
80.15847682;29.06.2020;4066298;151;0;0;284;451;0;1247;1;0;3073;0
139.0253807;29.06.2020;6676673;394;0;0;1381;561;0;3311;1;0;18256;0
229;29.06.2020;7061886;28;0;0;79;97;0;379;1;0;1392;0
45.05265241;29.06.2020;31515569;374;0;0;1929;620;0;5825;1;0;23031;0
59.99;29.06.2020;32737302;4;0;0;28;1945;0;3939;1;0;23720;0
165.9;29.06.2020;32939029;1;0;0;7;485;0;534;1;0;1762;0
;29.06.2020;48740784;0;0;0;0;4;0;450;1;0;2465;0
;29.06.2020;73318567;0;0;0;0;1945;0;3939;1;0;23720;0
78.5109375;30.06.2020;85004;32;0;0;155;247;0;2505;1;0;14549;0
79.78222222;30.06.2020;4066298;153;0;0;259;499;0;1594;1;0;3728;0
136.1564987;30.06.2020;6676673;377;0;0;1325;574;0;3201;1;0;15266;0
229;30.06.2020;7061886;47;0;0;138;127;0;457;1;0;1677;0
44.99;30.06.2020;31515569;470;0;0;1796;712;0;5553;1;0;22360;0
59.99;30.06.2020;32737302;2;0;0;12;2016;0;3965;1;0;20842;0
;30.06.2020;32939029;0;0;0;8;461;0;508;1;0;1740;0
;30.06.2020;48740784;0;0;0;0;8;0;399;1;0;2388;0
;30.06.2020;73318567;0;0;0;0;2016;0;3965;1;0;20842;0
76.9952381;1.07.2020;85004;42;0;0;166;274;0;2735;1;0;13956;0
78.36552795;1.07.2020;4066298;161;0;0;297;487;0;1336;1;0;3673;0
132.3932237;1.07.2020;6676673;456;0;0;1513;578;0;3215;1;0;14791;0
229;1.07.2020;7061886;29;0;0;88;106;0;430;1;0;1625;0
44.99;1.07.2020;31515569;402;0;0;1331;644;0;5391;1;0;21037;0
59.99;1.07.2020;32737302;2;0;0;11;1903;0;4123;1;0;21647;0
165.9;1.07.2020;32939029;1;0;0;16;444;0;490;1;0;1619;0
;1.07.2020;48740784;0;0;0;0;1;0;471;1;0;2352;0
;1.07.2020;73318567;0;0;0;0;1903;0;4123;1;0;21647;0
79.22931034;2.07.2020;85004;29;0;0;131;237;0;2712;1;0;14059;0
75.68277457;2.07.2020;4066298;173;0;0;317;547;0;1378;1;0;3473;0
136.4480198;2.07.2020;6676673;404;0;0;1467;550;0;3309;1;0;14815;0
229;2.07.2020;7061886;44;0;0;111;117;0;492;1;0;1723;0
44.99;2.07.2020;31515569;334;0;0;1609;552;0;5490;1;0;21562;0
59.99;2.07.2020;32737302;6;0;0;17;1847;0;4174;1;0;21088;0
;2.07.2020;32939029;0;0;0;19;507;0;539;1;0;1675;0
;2.07.2020;48740784;0;0;0;0;2;0;453;1;0;2465;0
;2.07.2020;73318567;0;0;0;0;1847;0;4174;1;0;21088;0
77.0515;3.07.2020;85004;20;0;0;153;224;0;2438;1;0;12881;0
76.740625;3.07.2020;4066298;96;0;0;206;443;0;1144;1;0;2681;0
136.9103676;3.07.2020;6676673;272;0;0;1144;529;0;2944;1;0;13453;0
